09/09/2019 12:11:55 | PrintingFromService | 11111121154916
09/09/2019 16:23:22 | LoadData | données trouve

09/09/2019 16:23:22 | LoadData | 11111162043202

09/09/2019 16:23:22 | LoadData | Parametre trouvé

09/09/2019 16:23:22 | LoadData | données trouve

09/09/2019 16:23:22 | data | data trouve data count: 1600

09/09/2019 16:23:22 | LoadData | Parametre trouvé

09/09/2019 16:23:22 | data | data trouve data count: 1600

09/09/2019 16:23:23 | Page_Load | ICI3

09/09/2019 16:23:23 | Callback | localhost1818

09/09/2019 16:23:24 | RenderReport | loadData

09/09/2019 16:23:24 | RenderReport | 11111162043774

09/09/2019 16:23:24 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

09/09/2019 16:23:24 | SyncInvokeGetCsPrintFromWebPart | 11111162043774

09/09/2019 16:23:24 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

09/09/2019 16:23:24 | LoadData | 11111162043774

09/09/2019 16:23:24 | LoadData | données trouve

09/09/2019 16:23:24 | LoadData | Parametre trouvé

09/09/2019 16:23:24 | Page_Load | RenderReport retour ok

09/09/2019 16:23:24 | Page_Load | RenderReport retour ok

09/09/2019 16:23:24 | data | data trouve data count: 1088

09/09/2019 16:23:24 | RunExportFile | \\LAP-IV-IWEBS01\Impression|FactureSimpleO_Lot19070230_22|pdf

09/09/2019 16:23:24 | RunExportFile | \\LAP-IV-IWEBS01\Impression|FactureSimpleO_Lot19070230_23|pdf

09/09/2019 16:23:26 | Page_Load | RenderReport retour ok

09/09/2019 16:23:26 | RunExportFile | \\LAP-IV-IWEBS01\Impression|FactureSimpleO_Lot19070230_24|pdf

09/09/2019 16:23:27 | Page_Load | ICI3

09/09/2019 16:23:28 | Page_Load | ICI3

09/09/2019 16:23:31 | Page_Load | ICI3

09/09/2019 16:23:36 | Page_Load | ICI3

09/09/2019 16:23:38 | Page_Load | ICI3

09/09/2019 16:23:39 | Page_Load | ICI3

09/09/2019 16:23:40 | Page_Load | ICI3

09/09/2019 16:23:41 | Page_Load | ICI3

09/09/2019 16:23:42 | Page_Load | ICI3

09/09/2019 16:23:42 | Page_Load | ICI3

09/09/2019 16:23:51 | Page_Load | ICI3

09/09/2019 16:24:02 | Page_Load | ICI3

09/09/2019 16:24:06 | Page_Load | ICI3

09/09/2019 16:24:12 | Page_Load | ICI3

09/09/2019 16:24:17 | Page_Load | ICI3

09/09/2019 16:24:18 | Page_Load | ICI3

09/09/2019 16:24:20 | Page_Load | ICI3

09/09/2019 16:24:24 | Page_Load | ICI3

09/09/2019 16:24:25 | Page_Load | ICI3

